Order Number,Product Name,Order Type,Product Cost,Cash on Delivery,Product Unavailable Flag,Multi Mode TraNosport Flag,Speed Delivery Flag,Remote Location,Multi Hop Delivery,Product Size
3597567,Product B,Additional,1580,Y,N,Y,N,N,N,Large
2340310,Product B,New,585.3,N,Y,Y,N,Y,Y,Large
3819441,Product C,Additional,495,Y,Y,Y,N,Y,Y,Large
3158618,Product C,Additional,1337.03,Y,N,Y,N,Y,N,Medium
2931210,Product A,Additional,2488.04,Y,N,Y,N,N,N,Large
3557776,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
2264222,Product B,Additional,1117.48,Y,N,Y,N,N,N,Medium
3125346,Product B,Additional,1003.95,N,Y,Y,N,N,Y,Large
2936311,Product B,New,685,Y,N,Y,N,N,N,Large
2978609,Product B,New,2005.42,N,N,Y,N,N,N,Medium
2369351,Product B,Additional,950,N,Y,Y,N,N,Y,Large
2748416,Product B,Additional,866.29,N,Y,Y,N,N,Y,Large
2653752,Product B,New,586.5,Y,N,Y,N,N,N,Large
2705976,Product C,Additional,587.47,Y,Y,Y,N,Y,N,Small-Medium
1445360,Product B,New,1728.8,Y,N,Y,N,N,N,Medium
1841010,Product C,Additional,895,Y,N,Y,N,N,N,Large
2925106,Product B,Additional,580,Y,N,Y,N,N,N,Large
2968453,Product B,New,1000.3,Y,N,Y,N,N,N,Large
2789993,Product B,Additional,1345.34,Y,Y,Y,N,N,Y,Medium
3169154,Product A,New,793.1,N,N,Y,Y,N,N,Medium
2705670,Product B,Additional,1070.74,N,Y,Y,N,N,Y,Large
3364876,Product A,New,2935.52,N,Y,Y,N,N,Y,Medium
2429779,Product B,Additional,1533.2,Y,N,N,N,N,N,Large
2631934,Product B,Additional,260.53,Y,N,Y,N,Y,N,Large
3087285,Product B,New,1111.5,Y,N,Y,N,N,N,Large
3985877,Product B,Additional,595.63,N,Y,Y,N,N,Y,Medium
2963615,Product B,New,1655,Y,N,Y,N,N,N,Medium
3376852,Product B,New,960.5,N,Y,Y,N,N,Y,Medium
3940886,Product B,Additional,1089.54,Y,N,Y,N,N,N,Large
3976881,Product A,New,1262.2,Y,Y,Y,Y,N,N,Medium
2102622,Product B,New,491.7,N,Y,Y,N,N,Y,Large
3131720,Product B,New,999.5,Y,N,Y,N,N,N,Large
1982969,Product B,Additional,996.33,N,Y,Y,N,Y,Y,Large
3443363,Product B,New,1746.8,Y,N,Y,N,N,N,Medium
2358046,Product B,Additional,440.66,Y,N,Y,Y,N,N,Large
2296716,Product A,Additional,880.08,N,Y,Y,N,N,Y,Large
3788119,Product C,New,1172,Y,Y,Y,N,N,Y,Large
3306579,Product B,Additional,708.72,N,Y,Y,Y,N,Y,Large
2739322,Product C,Additional,1019.16,Y,Y,Y,N,N,Y,Large
1200589,Product C,Additional,127.5,Y,N,Y,N,N,N,Large
3433594,Product B,Additional,4643.07,Y,Y,Y,N,N,Y,Medium
2846172,Product A,Additional,1277.04,N,Y,Y,N,N,Y,Large
1750445,Product C,New,734.18,Y,N,Y,N,N,N,Large
3124494,Product B,Additional,904.6,Y,N,N,N,N,N,Large
2935118,Product C,Additional,716.59,Y,Y,Y,N,N,N,Small-Medium
2053890,Product A,New,490,N,Y,Y,N,N,Y,Large
2301587,Product C,Additional,1500.58,Y,Y,Y,N,N,Y,Large
3147034,Product A,New,383,Y,N,Y,N,N,N,Large
2984218,Product A,Additional,2276.35,Y,Y,Y,N,N,N,Medium
2752035,Product A,New,797,Y,N,Y,N,N,N,Large
1807885,Product C,Additional,485.01,Y,Y,Y,N,N,Y,Large
2653953,Product D,New,11000,N,N,Y,N,N,N,Small
1445996,Product B,New,375,Y,N,Y,N,N,N,Large
3260039,Product B,New,726.8,Y,N,Y,N,N,N,Medium
2929929,Product B,Additional,392.5,Y,N,Y,N,N,N,Large
3755016,Product B,Additional,591.45,N,Y,Y,Y,N,Y,Large
2807034,Product B,Additional,499.9,Y,N,Y,N,N,N,Large
3190671,Product A,New,1127.22,Y,N,N,N,N,N,Large
2920959,Product B,New,650.56,Y,N,Y,N,N,N,Large
3371460,Product A,Additional,570,N,Y,Y,N,N,Y,Large
3069817,Product B,New,559.15,Y,N,Y,N,N,N,Large
3471980,Product B,Additional,1450,N,Y,Y,N,N,Y,Large
2541683,Product B,Additional,470.15,N,N,Y,N,N,N,Medium
2637528,Product B,Additional,862.33,N,Y,Y,N,Y,Y,Large
4009441,Product B,New,181.8,N,N,Y,N,N,N,Large
2969003,Product A,New,480,N,Y,Y,N,N,Y,Large
3945680,Product B,Additional,1833,Y,N,Y,N,N,N,Large
1755595,Product B,New,146.18,Y,N,Y,N,N,N,Large
3154816,Product B,Additional,1432.28,N,Y,Y,N,N,N,Medium
3445266,Product C,Additional,696.95,Y,Y,Y,N,N,Y,Large
1196760,Product C,New,495,Y,Y,Y,N,Y,Y,Large
2429296,Product B,New,594.43,N,Y,Y,N,N,Y,Large
3788701,Product C,New,810.72,Y,Y,Y,N,N,Y,Large
1853734,Product D,New,1488.22,N,Y,Y,N,N,Y,Large
3306580,Product B,New,724.68,Y,N,Y,N,N,N,Large
3261981,Product B,Additional,862.75,N,Y,Y,N,N,Y,Large
2230404,Product A,Additional,403,Y,N,Y,Y,N,N,Medium
3397747,Product B,Additional,879.03,N,Y,Y,N,Y,Y,Large
2995099,Product B,Additional,1657.6,Y,N,Y,N,N,N,Medium
3439704,Product C,Additional,1297.2,Y,Y,Y,N,N,Y,Large
3415284,Product B,Additional,590,Y,N,Y,N,N,N,Large
2855596,Product C,Additional,1149.18,Y,Y,Y,N,Y,Y,Medium
1439869,Product B,New,375,N,Y,Y,N,N,Y,Large
1187288,Product B,New,612.61,N,Y,N,N,N,Y,Large
2052971,Product B,Additional,1699.41,N,Y,Y,N,N,Y,Large
3131727,Product B,New,1275.33,N,Y,Y,N,N,Y,Large
2319965,Product B,Additional,466.79,N,N,Y,N,N,N,Large
2363009,Product A,New,1500,Y,N,Y,N,N,N,Large
3157485,Product B,New,578.03,N,Y,Y,N,N,N,Small-Medium
2262557,Product B,New,607.1,N,N,Y,N,N,N,Large
2963261,Product B,New,699.3,N,Y,Y,N,N,N,Large
3680742,Product B,New,605,Y,Y,Y,N,N,Y,Large
2771773,Product B,New,1194.35,Y,N,Y,N,N,N,Medium
2474644,Product B,New,170.83,N,Y,Y,N,N,N,Small-Medium
3224424,Product C,Additional,495,Y,Y,Y,N,Y,Y,Large
3277463,Product B,New,410.6,Y,N,Y,N,N,N,Large
2930416,Product C,New,690.21,Y,Y,Y,Y,Y,Y,Large
2994529,Product B,New,1300.35,N,Y,Y,N,N,Y,Large
2807843,Product B,New,905,Y,N,Y,N,N,N,Medium
3131701,Product B,Additional,833.5,Y,N,Y,N,N,N,Large
2738030,Product A,Additional,380.85,Y,N,Y,N,N,N,Large
3070989,Product B,Additional,1768.18,Y,N,Y,N,N,N,Large
2552164,Product C,Additional,419.75,Y,Y,Y,N,N,Y,Large
2642439,Product B,New,640.12,Y,N,Y,Y,N,N,Large
3112927,Product C,Additional,520.44,Y,N,Y,N,N,N,Large
2969566,Product A,New,1750,Y,N,Y,N,N,N,Medium
3432942,Product B,New,752.24,Y,N,Y,N,N,N,Large
3968158,Product A,New,525,Y,N,Y,N,N,N,Large
1755598,Product B,New,557.63,N,Y,Y,N,N,Y,Large
2690751,Product A,New,208.54,N,N,Y,Y,N,N,Large
2736747,Product C,New,1493.5,Y,Y,Y,N,N,Y,Large
1199061,Product C,Additional,2233.59,Y,Y,Y,N,N,Y,Medium
2429557,Product A,New,2693.2,Y,Y,Y,N,N,N,Medium
2319962,Product C,Additional,2265.93,Y,Y,Y,N,N,Y,Large
3307231,Product B,Additional,851.33,N,Y,Y,N,N,Y,Large
2263175,Product A,Additional,939,N,N,Y,N,N,N,Small
3483729,Product A,New,1364.04,Y,N,N,N,Y,N,Large
2254169,Product C,Additional,3835.1,Y,N,Y,N,N,N,Medium
2866542,Product A,Additional,237.84,Y,Y,Y,N,N,Y,Large
1439898,Product B,New,375,N,N,Y,N,N,N,Large
1999241,Product B,New,875,N,Y,Y,N,N,Y,Large
2068459,Product B,New,1722.2,N,Y,Y,N,N,Y,Medium
3147765,Product C,Additional,1120.85,Y,Y,Y,N,N,Y,Large
4089511,Product B,Additional,506.09,N,N,Y,N,N,N,Medium
1745842,Product D,New,1992,Y,N,Y,N,N,N,Medium
2336215,Product C,Additional,1120.85,Y,Y,Y,N,Y,Y,Large
2368937,Product B,Additional,950,N,Y,Y,N,N,Y,Large
2973830,Product A,New,790,N,Y,Y,N,N,Y,Large
3323216,Product B,Additional,809.2,N,Y,Y,N,N,Y,Medium
2474740,Product B,Additional,1997.33,N,Y,Y,N,N,Y,Medium
2235500,Product B,New,877.45,N,Y,Y,N,N,Y,Large
3116590,Product B,New,1425.88,Y,N,Y,N,N,N,Large
3771592,Product B,Additional,3484.65,Y,Y,Y,N,N,Y,Medium
2655037,Product B,New,668.66,Y,N,Y,N,N,N,Large
3164310,Product B,New,1268.04,N,N,Y,N,N,N,Large
3005369,Product B,Additional,675,Y,N,Y,Y,N,N,Large
3782096,Product C,Additional,650,Y,Y,Y,N,N,Y,Large
2812977,Product A,Additional,490,N,Y,Y,N,N,Y,Large
3322862,Product A,New,2346.17,N,Y,Y,Y,N,N,Small
3076080,Product B,New,375,Y,N,Y,N,N,N,Large
3548676,Product A,Additional,243,Y,N,Y,N,N,N,Medium
2462825,Product B,Additional,2175,Y,Y,Y,N,N,Y,Medium
3114548,Product C,Additional,1130.82,Y,Y,Y,N,N,Y,Large
2989912,Product B,New,586.5,Y,N,Y,N,N,N,Large
3433248,Product C,Additional,1290.04,Y,N,Y,N,Y,N,Large
2263198,Product C,Additional,1991.58,Y,Y,Y,N,N,Y,Large
1774106,Product B,Additional,1053.53,N,Y,Y,N,N,Y,Large
3168184,Product B,Additional,987.68,Y,N,N,N,N,N,Medium
2435717,Product C,Additional,1596.7,Y,N,N,N,Y,N,Medium
1755600,Product B,New,682.1,N,Y,Y,N,N,Y,Large
3640548,Product B,New,328.6,Y,N,Y,N,N,N,Large
3365707,Product A,Additional,480,N,Y,Y,N,N,Y,Large
3268479,Product A,New,1632,Y,N,Y,N,N,N,Medium
2264214,Product B,Additional,2640.3,Y,N,N,N,N,N,Medium
3427862,Product C,Additional,1760.99,Y,Y,Y,N,N,N,Large
2263170,Product B,Additional,456.65,N,N,Y,N,N,N,Large
3489760,Product B,Additional,2076,Y,N,Y,N,N,N,Medium
2297140,Product A,New,1250,N,N,Y,N,N,N,Medium
2883981,Product B,Additional,823.47,N,Y,Y,N,N,Y,Large
3377463,Product B,New,776,N,N,Y,N,N,N,Medium
2429289,Product B,New,794.43,N,Y,Y,N,N,Y,Large
2096798,Product C,Additional,895,Y,Y,Y,N,N,Y,Large
3156106,Product B,New,506.78,Y,N,Y,N,N,N,Large
2429276,Product B,New,1218.98,N,Y,Y,N,N,Y,Large
1773289,Product B,Additional,1244.63,N,Y,Y,N,N,Y,Large
2957569,Product C,Additional,495,Y,Y,Y,N,Y,Y,Large
2626307,Product B,New,2219.81,N,Y,Y,N,N,Y,Large
2978556,Product C,Additional,1661.63,Y,Y,Y,N,N,Y,Large
3681946,Product B,Additional,705.75,N,Y,Y,N,N,Y,Large
1898232,Product C,Additional,485.02,Y,Y,Y,N,Y,Y,Large
2515146,Product B,Additional,740.43,N,Y,Y,N,N,Y,Large
2239437,Product B,Additional,375,Y,N,Y,N,N,N,Large
3126119,Product B,New,944.28,N,Y,Y,N,N,Y,Large
2659166,Product B,Additional,755.69,N,Y,Y,N,N,Y,Large
2743850,Product B,Additional,2392.1,N,Y,Y,N,N,N,Small
3145882,Product C,Additional,485.02,Y,Y,Y,N,Y,Y,Large
3197274,Product B,New,2577.72,Y,N,Y,N,N,N,Medium
3336459,Product B,Additional,380.82,N,Y,Y,N,N,Y,Large
2920595,Product C,Additional,1555.9,Y,Y,Y,N,N,Y,Large
3549474,Product D,New,2022.72,Y,N,Y,Y,N,N,Medium
2586415,Product A,Additional,899.15,Y,N,Y,N,N,N,Large
3120062,Product B,New,875.54,N,Y,N,N,N,Y,Large
3528641,Product B,Additional,801.08,N,Y,Y,N,N,Y,Large
2851524,Product C,Additional,450.06,Y,Y,Y,N,N,Y,Large
2306724,Product B,New,779.8,Y,Y,Y,N,N,Y,Large
2341003,Product B,New,1335.1,N,N,Y,N,N,N,Medium
2702369,Product A,New,866.5,N,N,Y,N,N,N,Medium
3191268,Product B,Additional,768.93,Y,Y,Y,N,N,Y,Large
2738081,Product A,Additional,380.85,Y,N,Y,N,N,N,Large
1199420,Product B,New,1419.97,N,Y,Y,Y,N,Y,Large
2446874,Product C,Additional,485.02,Y,Y,Y,N,Y,Y,Large
1913074,Product C,New,5142.09,Y,Y,Y,N,Y,Y,Medium
1145824,Product C,New,1458.64,Y,Y,Y,N,N,Y,Large
3644279,Product B,New,893.74,Y,Y,Y,N,N,Y,Large
2034475,Product D,Additional,526.5,Y,N,Y,Y,N,N,Large
3113368,Product A,Additional,1872.5,N,Y,Y,N,Y,N,Medium
2295268,Product D,Additional,876.3,N,N,Y,N,Y,N,Medium
3208665,Product B,New,1488.99,Y,Y,Y,N,N,Y,Large
3010753,Product B,Additional,824.24,N,Y,Y,N,N,Y,Large
2306782,Product B,New,1712.59,N,Y,Y,N,N,N,Small-Medium
3006184,Product B,Additional,1140.48,Y,Y,Y,N,N,Y,Large
3203019,Product B,New,725,Y,N,Y,N,N,N,Medium
3391683,Product B,Additional,375,Y,Y,Y,N,Y,Y,Large
2429780,Product C,New,1555.88,Y,Y,Y,N,N,Y,Large
1445634,Product B,New,375,N,N,Y,N,N,N,Large
2440253,Product B,Additional,745.8,N,Y,Y,N,N,Y,Large
1774017,Product B,Additional,2558.73,N,Y,Y,N,N,Y,Large
1575637,Product C,Additional,1077.06,Y,Y,Y,N,N,Y,Large
2967542,Product A,New,350,N,N,Y,N,N,N,Medium
2401331,Product B,Additional,776,Y,N,Y,Y,N,N,Medium
3698305,Product A,Additional,525,N,N,Y,N,N,N,Medium
1680866,Product A,Additional,427.5,Y,N,Y,N,N,N,Medium
2253102,Product B,Additional,375,Y,N,Y,N,N,N,Large
2957151,Product A,Additional,905.53,Y,N,N,Y,N,N,Large
4073472,Product A,New,550.56,Y,N,Y,N,N,N,Large
3208446,Product A,New,966.2,N,Y,Y,N,N,N,Medium
3195809,Product A,Additional,1371.51,N,Y,Y,N,N,Y,Large
1986674,Product A,New,598.62,Y,N,Y,N,N,N,Large
3209058,Product B,Additional,676.27,N,N,Y,N,N,N,Large
2300675,Product B,Additional,1249.5,N,Y,Y,N,N,Y,Large
2814379,Product D,New,1992,N,Y,Y,N,N,Y,Medium
2925139,Product D,New,833.12,Y,Y,N,N,N,Y,Large
3033929,Product B,Additional,2680.03,N,N,N,N,N,N,Small
2407407,Product B,Additional,375,N,Y,Y,N,N,Y,Large
3124487,Product B,New,842.5,Y,N,Y,N,N,N,Medium
3543227,Product B,Additional,1564.58,Y,N,N,Y,N,N,Large
3817998,Product B,Additional,375,N,Y,Y,N,N,Y,Large
2856934,Product C,Additional,786.73,Y,N,Y,Y,N,N,Large
2334205,Product C,New,1078.42,Y,Y,Y,N,N,Y,Large
2957518,Product C,Additional,485.01,Y,Y,Y,N,Y,Y,Large
2341082,Product C,Additional,485.01,Y,Y,Y,N,N,Y,Large
2710382,Product A,New,350,N,N,Y,N,N,N,Medium
2467557,Product A,Additional,1119.49,Y,N,Y,N,N,N,Large
1918080,Product B,Additional,229.33,Y,N,Y,N,N,N,Large
1680344,Product C,New,485.01,Y,Y,Y,N,Y,Y,Large
3661148,Product A,Additional,681.97,N,Y,Y,N,N,Y,Large
3935589,Product B,New,525,Y,N,Y,N,N,N,Large
2783309,Product A,New,1400,N,N,Y,N,N,N,Medium
3208711,Product B,New,1489.98,Y,N,Y,N,N,N,Large
2306792,Product A,New,1277.04,N,Y,Y,Y,N,Y,Large
3012073,Product A,New,637.64,Y,N,Y,N,N,N,Medium
2899747,Product C,New,1173.2,Y,Y,Y,N,Y,Y,Large
3393035,Product B,New,5066.48,N,Y,Y,N,N,Y,Large
2430720,Product C,Additional,1632.76,Y,N,Y,N,N,N,Medium
3981642,Product C,Additional,650,Y,Y,Y,N,N,Y,Large
2440967,Product B,Additional,375,N,Y,Y,N,N,Y,Large
2660503,Product B,New,850.6,N,Y,Y,N,N,Y,Large
2732990,Product B,Additional,590.94,N,Y,Y,N,N,Y,Large
2779031,Product A,Additional,495,N,N,Y,N,N,N,Medium
2653386,Product B,Additional,722.73,N,Y,Y,N,N,Y,Large
2403447,Product B,New,1629,N,Y,Y,N,N,Y,Large
3967455,Product B,New,464,Y,N,N,N,N,N,Large
1684365,Product A,New,1126.5,N,Y,Y,N,N,Y,Medium
2710362,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
2335799,Product A,New,1181.27,Y,Y,Y,N,N,Y,Large
2253900,Product A,New,539.84,Y,N,Y,N,N,N,Large
3130268,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
2964704,Product B,Additional,721.16,N,Y,Y,N,N,Y,Large
3596530,Product C,New,1380.8,Y,Y,Y,N,N,Y,Large
3630002,Product A,Additional,547.5,Y,N,Y,N,N,N,Large
3230010,Product B,Additional,1572,N,Y,Y,N,N,Y,Large
3202612,Product A,New,535.33,N,Y,Y,N,N,Y,Large
1774097,Product B,Additional,804.97,N,Y,Y,N,N,Y,Large
2306741,Product B,New,779.8,N,Y,Y,N,N,Y,Large
2818019,Product B,New,4533.93,N,Y,Y,N,N,Y,Large
2824451,Product B,New,772.45,N,Y,Y,N,N,Y,Large
3055571,Product C,Additional,1199,Y,Y,Y,N,N,Y,Large
3638614,Product B,New,328.6,Y,N,Y,N,N,N,Large
3696179,Product B,Additional,5790,N,N,Y,N,N,N,Medium
3408156,Product B,New,583.3,N,N,Y,N,N,N,Large
3549487,Product B,New,690.21,Y,Y,Y,N,N,Y,Large
3829283,Product B,Additional,929.23,Y,Y,Y,N,N,Y,Large
3894804,Product A,Additional,1483.45,N,N,Y,N,N,N,Small
2340297,Product B,New,864.92,N,Y,Y,N,N,Y,Large
2355439,Product C,New,542.39,Y,Y,Y,N,N,Y,Large
2710383,Product B,New,3270.4,Y,N,Y,N,N,N,Medium
3770424,Product C,Additional,462.62,Y,Y,Y,N,N,Y,Large
2743865,Product B,Additional,608.65,Y,N,Y,N,N,N,Large
2058201,Product B,New,2153.64,N,Y,Y,N,N,Y,Medium
2473325,Product A,New,837.18,Y,N,N,N,N,N,Medium
1924003,Product B,New,1257.55,N,Y,Y,N,Y,Y,Large
2694385,Product A,Additional,527.35,N,Y,Y,N,N,Y,Large
2789388,Product B,New,1185.8,N,N,Y,N,N,N,Medium
3224582,Product B,New,988.36,N,N,Y,N,N,N,Large
2750126,Product B,Additional,375,N,Y,Y,N,Y,Y,Large
3224625,Product A,Additional,1008.54,Y,N,Y,N,N,N,Large
2440443,Product B,New,662.12,Y,Y,Y,N,N,Y,Large
2738027,Product B,New,1420.2,N,Y,Y,N,N,Y,Medium
2780526,Product B,Additional,375,Y,N,Y,N,N,N,Large
2994095,Product A,New,1145,Y,N,Y,N,N,N,Medium
2654647,Product C,New,553.38,Y,N,Y,Y,N,N,Large
1197267,Product C,New,495,Y,Y,Y,N,Y,Y,Large
2710441,Product C,Additional,1520.75,Y,N,Y,N,N,N,Medium
2336239,Product B,New,585.3,N,Y,Y,N,N,Y,Large
2666310,Product B,Additional,734.24,N,Y,Y,Y,N,Y,Large
3131741,Product B,New,1427.52,N,Y,Y,N,N,N,Medium
1761282,Product C,New,5339,Y,N,Y,N,N,N,Small
3642456,Product A,Additional,1483.77,Y,Y,N,N,N,Y,Large
2417395,Product B,Additional,375,N,Y,Y,N,N,Y,Large
2022413,Product C,Additional,895,Y,Y,Y,N,Y,Y,Large
1777976,Product A,Additional,575,N,Y,Y,N,N,N,Large
1395688,Product C,Additional,885,Y,Y,Y,N,Y,Y,Large
2330614,Product B,New,1324,Y,N,Y,N,N,N,Medium
3700473,Product C,Additional,2140.05,Y,Y,Y,N,N,Y,Large
3048600,Product B,Additional,1447.3,N,Y,Y,N,N,Y,Large
3076029,Product B,New,375,Y,N,Y,N,N,N,Large
3643714,Product C,Additional,3262.75,Y,N,Y,Y,Y,N,Medium
3711429,Product A,Additional,1850,N,Y,Y,N,N,Y,Medium
3428787,Product A,New,822.09,N,Y,N,N,Y,Y,Medium
3549534,Product A,Additional,690,Y,Y,Y,N,N,Y,Large
2767893,Product A,Additional,1800.87,N,Y,Y,N,N,Y,Large
3932967,Product B,Additional,1163.4,Y,Y,Y,Y,N,Y,Large
2963302,Product B,New,857.05,N,Y,Y,N,N,Y,Large
3771298,Product A,Additional,3490.45,Y,N,N,N,N,N,Medium
2744299,Product B,Additional,608.65,Y,N,Y,N,N,N,Large
2101570,Product C,Additional,853.14,Y,Y,Y,N,N,Y,Large
4189477,Product B,New,756.2,Y,N,Y,Y,N,N,Medium
4297924,Product B,Additional,362.6,Y,N,Y,N,N,N,Medium
2710405,Product B,New,360.2,N,N,Y,N,N,N,Medium
3069830,Product B,New,1022.5,Y,Y,Y,N,N,Y,Large
3119531,Product D,Additional,517.3,Y,N,Y,N,N,N,Medium
2791247,Product B,Additional,1258.48,N,Y,Y,N,N,Y,Large
2753352,Product B,Additional,375,N,Y,Y,N,Y,Y,Large
3450600,Product B,Additional,1959.76,Y,Y,Y,Y,N,Y,Medium
3246777,Product A,New,451.15,N,N,Y,N,N,N,Large
2445969,Product B,Additional,597.63,Y,N,Y,N,N,N,Large
2463476,Product B,New,932.5,N,Y,Y,N,N,Y,Large
1106582,Product C,New,2250,Y,N,Y,N,N,N,Medium
2748477,Product B,Additional,1995,N,N,Y,N,N,N,Medium
2781229,Product C,New,1053.32,Y,Y,Y,N,N,Y,Large
2994820,Product B,Additional,737,Y,Y,Y,Y,N,Y,Large
4103558,Product B,Additional,375,Y,N,Y,N,N,N,Large
2429280,Product B,New,594.43,N,Y,Y,N,N,Y,Large
2390342,Product A,New,1710,N,N,Y,N,N,N,Medium
2711163,Product D,Additional,1051.19,N,Y,Y,N,N,Y,Large
3401922,Product B,New,6260,N,N,Y,Y,N,N,Small
1200437,Product C,New,485.02,Y,Y,Y,N,Y,Y,Large
3153086,Product B,New,3281.3,N,N,Y,N,N,N,Medium
1773290,Product B,Additional,1244.63,N,Y,Y,N,N,Y,Large
3642981,Product B,Additional,650,N,Y,Y,N,N,Y,Large
3644282,Product B,New,741.2,Y,N,Y,N,N,N,Large
2424260,Product C,New,1660.45,Y,Y,Y,N,N,Y,Large
4072855,Product B,Additional,1119.4,N,Y,Y,N,N,Y,Large
2023173,Product C,Additional,956.12,Y,N,Y,N,Y,N,Large
2866637,Product A,Additional,3799.03,N,Y,Y,N,N,N,Medium
3445471,Product A,Additional,650,N,Y,Y,N,N,Y,Large
2824738,Product C,New,710.08,Y,N,Y,N,Y,N,Large
3704004,Product B,Additional,794.17,N,Y,Y,N,N,Y,Large
3050489,Product A,Additional,573,Y,N,N,N,N,N,Medium
3666204,Product B,Additional,895.02,Y,N,Y,N,N,N,Large
3715366,Product B,New,702.45,Y,N,Y,N,N,N,Large
3433362,Product A,Additional,1004.55,Y,N,N,N,N,N,Medium
3559167,Product C,New,1249.39,Y,Y,Y,N,Y,Y,Large
3716665,Product B,New,521.9,Y,N,Y,N,N,N,Large
1755588,Product B,New,449.73,N,Y,Y,N,N,Y,Large
2716019,Product C,Additional,1089.51,Y,N,Y,N,N,N,Large
3793316,Product B,New,587.66,Y,N,Y,N,N,N,Large
2749799,Product B,Additional,375,Y,N,Y,N,N,N,Large
2153233,Product B,Additional,897.73,Y,Y,Y,N,Y,Y,Large
4273430,Product B,Additional,351.9,Y,N,Y,N,N,N,Large
2358065,Product B,Additional,1475.95,N,Y,N,N,N,Y,Large
3354371,Product A,New,2578.18,Y,N,N,N,N,N,Large
3120672,Product B,New,950.5,N,N,Y,N,N,N,Medium
2792257,Product C,Additional,763.13,Y,Y,Y,N,Y,Y,Large
2936929,Product A,New,996.04,N,N,Y,Y,N,N,Medium
2774009,Product B,Additional,375,N,Y,Y,N,N,N,Large
3128384,Product A,New,2105.24,Y,N,Y,N,N,N,Medium
3247161,Product B,Additional,927.85,N,Y,Y,N,N,Y,Large
1440487,Product B,New,375,N,Y,Y,N,Y,Y,Large
1900277,Product C,Additional,2936.8,Y,Y,Y,Y,N,Y,Medium
2595966,Product C,New,746.05,Y,Y,Y,N,N,Y,Large
2631699,Product A,Additional,478.55,Y,N,Y,N,N,N,Large
2802733,Product B,New,387.1,Y,N,Y,N,N,N,Large
2995630,Product B,New,785,N,Y,Y,N,N,Y,Large
2071802,Product C,Additional,1136.5,Y,N,Y,N,N,N,Large
3548663,Product A,Additional,1919.5,N,N,Y,N,N,N,Medium
2397891,Product B,Additional,785,N,Y,Y,N,N,Y,Large
3414971,Product C,Additional,968.3,Y,Y,Y,N,Y,Y,Large
4273135,Product B,Additional,810.72,Y,Y,Y,N,N,Y,Large
2775006,Product C,Additional,1168.1,Y,Y,Y,N,N,Y,Large
2235554,Product D,Additional,876.3,Y,N,Y,N,Y,N,Medium
3301047,Product B,New,759.1,Y,N,Y,N,N,N,Large
2737491,Product B,Additional,2432.85,N,Y,Y,N,N,Y,Medium
3659147,Product B,Additional,698,Y,N,Y,N,N,N,Large
4089239,Product A,New,214.97,N,Y,Y,N,N,N,Small-Medium
3433162,Product B,New,375,N,N,Y,N,N,N,Large
2791445,Product C,Additional,1995,Y,N,Y,N,N,N,Medium
2866721,Product B,Additional,246.61,Y,N,Y,Y,N,N,Large
3473775,Product C,New,1186.14,Y,Y,Y,N,N,Y,Large
2840269,Product A,Additional,10042,N,N,Y,N,N,N,Small
3731316,Product A,Additional,480,N,Y,Y,N,N,Y,Large
3069822,Product B,New,520.6,Y,Y,Y,N,N,Y,Large
3673588,Product B,Additional,1262.8,Y,N,N,N,N,N,Medium
3729538,Product B,Additional,1769.31,Y,N,Y,N,N,N,Medium
2547542,Product D,Additional,1103,Y,N,Y,N,N,N,Medium
3584502,Product B,Additional,1302.83,Y,Y,Y,N,N,Y,Large
1612140,Product A,New,175,Y,N,Y,N,N,N,Large
4019594,Product A,Additional,480,Y,Y,Y,N,N,Y,Large
3734798,Product B,Additional,824.24,N,Y,Y,N,N,Y,Large
3929045,Product A,Additional,1623.86,N,Y,Y,N,N,Y,Large
3229454,Product B,Additional,896.13,N,Y,Y,N,N,N,Small-Medium
3819429,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
1508137,Product C,Additional,485.02,Y,Y,Y,N,N,Y,Large
2157405,Product B,Additional,1211,Y,N,Y,N,N,N,Medium
3075149,Product C,Additional,1431.35,Y,Y,N,N,N,Y,Large
2358460,Product B,Additional,720.84,Y,N,Y,N,N,N,Medium
3355207,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
3121522,Product B,Additional,464,N,Y,Y,N,N,Y,Large
2792297,Product B,New,1987.73,N,Y,Y,Y,N,N,Large
3201413,Product D,Additional,3031.8,Y,N,Y,N,N,N,Medium
3473774,Product B,New,539,N,Y,Y,N,N,Y,Large
1440568,Product B,New,375,N,N,Y,N,N,N,Large
3507217,Product A,New,1078.46,N,Y,Y,N,N,Y,Medium
2660023,Product B,Additional,776.17,N,Y,Y,N,N,Y,Large
1773294,Product B,Additional,2018.66,N,Y,Y,N,N,Y,Medium
2825188,Product B,New,856.7,N,Y,Y,N,N,Y,Large
3433239,Product C,Additional,670.97,Y,Y,Y,N,N,N,Small-Medium
2867538,Product B,Additional,530.54,N,N,Y,Y,N,N,Large
2789389,Product B,New,1185.8,Y,N,Y,N,N,N,Medium
2253476,Product B,New,375,Y,Y,Y,N,N,Y,Large
